service_id,person_id,person_name,office_id,office_name,administration_id,start_inclusive,end_exclusive,capacity,included,scope_decision,raw_start,raw_end,raw_date_semantics,date_status,date_earliest,date_latest,evidence_ids,decision_ids,source_record_ids
service-lula_2023_presente-2-53,person-c3a21dbca21c,Ricardo Cappelli,lula_3-gsi,Gabinete de Segurança Institucional,lula_3,2023-04-19,2023-05-04,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-04-19,2023-05-04,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-45dae6129acc,POPULATION-REVIEW,lula_2023_presente:2:53
service-lula_2023_presente-2-45,person-7e402352458c,Daniela Carneiro,lula_3-turismo,Turismo,lula_3,2023-01-01,2023-07-14,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2023-07-14,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-caa1bb9ce390,POPULATION-REVIEW,lula_2023_presente:2:45
service-lula_2023_presente-2-25,person-0da4a679c59d,Flávio Dino,lula_3-justica,Justiça e Segurança Pública,lula_3,2023-01-01,2024-02-01,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2024-02-01,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-a4d9f014f208,POPULATION-REVIEW,lula_2023_presente:2:25
service-lula_2023_presente-2-13,person-a4d00cc5738e,Silvio Almeida,lula_3-direitos-humanos,Direitos Humanos e Cidadania,lula_3,2023-01-01,2024-09-06,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2024-09-06,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-5e67e9e2f44e,POPULATION-REVIEW,lula_2023_presente:2:13
service-lula_2023_presente-2-62,person-6f9b22d26357,Alexandre Padilha,lula_3-relacoes-institucionais,Secretaria de Relações Institucionais,lula_3,2023-01-01,2025-03-10,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2025-03-10,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-36e8fd8df999,POPULATION-REVIEW,lula_2023_presente:2:62
service-lula_2023_presente-2-41,person-b681473bece5,Nísia Trindade,lula_3-saude,Saúde,lula_3,2023-01-01,2025-03-10,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2025-03-10,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-eba4482fcf14,POPULATION-REVIEW,lula_2023_presente:2:41
service-lula_2023_presente-2-5,person-4a5b603c4e67,Juscelino Filho,lula_3-comunicacoes,Comunicações,lula_3,2023-01-01,2025-04-09,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2025-04-09,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-b5c3c93f0a0d,POPULATION-REVIEW,lula_2023_presente:2:5
service-lula_2023_presente-2-6,person-940be97e3133,Sônia Faustino Mendes,lula_3-comunicacoes,Comunicações,lula_3,2025-04-09,2025-04-24,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2025-04-09,2025-04-24,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-25f8de4303a5,POPULATION-REVIEW,lula_2023_presente:2:6
service-lula_2023_presente-2-38,person-29d7f5939122,Carlos Lupi,lula_3-previdencia-social,Previdência Social,lula_3,2023-01-01,2025-05-02,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2025-05-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-f9f4e4420917,POPULATION-REVIEW,lula_2023_presente:2:38
service-lula_2023_presente-2-31,person-679284c8b6a4,Cida Gonçalves,lula_3-mulheres,Mulheres,lula_3,2023-01-01,2025-05-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2025-05-05,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-08b47ecd20aa,POPULATION-REVIEW,lula_2023_presente:2:31
service-lula_2023_presente-2-56,person-77a67c261215,Márcio Macêdo,lula_3-secretaria-geral,Secretaria-Geral da Presidência da República,lula_3,2023-01-01,2025-10-29,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2025-10-29,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-0a3ec5a276d9,POPULATION-REVIEW,lula_2023_presente:2:56
service-lula_2023_presente-2-26,person-776b909a53e5,Ricardo Lewandowski,lula_3-justica,Justiça e Segurança Pública,lula_3,2024-02-01,2026-01-09,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2024-02-01,2026-01-09,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-cb17a8bd0c74,POPULATION-REVIEW,lula_2023_presente:2:26
service-lula_2023_presente-2-49,person-467237911319,Jorge Messias,lula_3-agu,Advocacia-Geral da União,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-026719312f03,POPULATION-REVIEW,lula_2023_presente:2:49
service-lula_2023_presente-2-16,person-bff2f0982308,Camilo Santana,lula_3-educacao,Educação,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-0806dae15b5e,POPULATION-REVIEW,lula_2023_presente:2:16
service-lula_2023_presente-2-19,person-2471c2d4df75,André Fufuca,lula_3-esporte,Esporte,lula_3,2023-09-13,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-09-13,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-1c9c47573abc,POPULATION-REVIEW,lula_2023_presente:2:19
service-lula_2023_presente-2-29,person-95a7db1ddc55,Marina Silva,lula_3-meio-ambiente,Meio Ambiente e Mudança do Clima,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-1d889ee6861c,POPULATION-REVIEW,lula_2023_presente:2:29
service-lula_2023_presente-2-63,person-cdad5b4f84e4,Gleisi Hoffmann,lula_3-relacoes-institucionais,Secretaria de Relações Institucionais,lula_3,2025-03-10,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2025-03-10,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-21b9236f7995,POPULATION-REVIEW,lula_2023_presente:2:63
service-lula_2023_presente-2-17,person-c505ea49abf6,Márcio França,lula_3-empreendedorismo-da-microempresa-e-da-empresa-de-pequeno-porte,"Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte",lula_3,2023-09-13,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-09-13,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-2c6bb68fa80b,POPULATION-REVIEW,lula_2023_presente:2:17
service-lula_2023_presente-2-9,person-cdcfeb36ce97,José Múcio,lula_3-defesa,Defesa,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-49030b7594f1,POPULATION-REVIEW,lula_2023_presente:2:9
service-lula_2023_presente-2-43,person-d24bcf5e9d95,Luiz Marinho,lula_3-trabalho,Trabalho e Emprego,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-6861963d73aa,POPULATION-REVIEW,lula_2023_presente:2:43
service-lula_2023_presente-2-51,person-840d333b3397,Rui Costa,lula_3-casa-civil,Casa Civil,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-6a7f76111362,POPULATION-REVIEW,lula_2023_presente:2:51
service-lula_2023_presente-2-36,person-8ce936917da4,Sílvio Costa Filho,lula_3-portos-e-aeroportos,Portos e Aeroportos,lula_3,2023-09-13,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-09-13,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-71a45c6619da,POPULATION-REVIEW,lula_2023_presente:2:36
service-lula_2023_presente-2-23,person-aea12d3cd8f6,Anielle Franco,lula_3-igualdade-racial,Igualdade Racial,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-78e62eb293bf,POPULATION-REVIEW,lula_2023_presente:2:23
service-lula_2023_presente-2-30,person-f54620dbe5c6,Alexandre Silveira,lula_3-minas-e-energia,Minas e Energia,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-83c787ba4f24,POPULATION-REVIEW,lula_2023_presente:2:30
service-lula_2023_presente-2-37,person-0fde3aa24a12,Sônia Guajajara,lula_3-povos-indigenas,Povos Indígenas,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-84371a57fbec,POPULATION-REVIEW,lula_2023_presente:2:37
service-lula_2023_presente-2-32,person-b70c083991e4,Márcia Lopes,lula_3-mulheres,Mulheres,lula_3,2025-05-05,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2025-05-05,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-84e6fcc03e23,POPULATION-REVIEW,lula_2023_presente:2:32
service-lula_2023_presente-2-12,person-c0ab45f1955b,Wellington Dias,lula_3-desenvolvimento-social,"Desenvolvimento e Assistência Social, Família e Combate à Fome",lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-880bd4a97d76,POPULATION-REVIEW,lula_2023_presente:2:12
service-lula_2023_presente-2-40,person-a9747949f291,Mauro Vieira,lula_3-relacoes-exteriores,Relações Exteriores,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-88618295577b,POPULATION-REVIEW,lula_2023_presente:2:40
service-lula_2023_presente-2-34,person-2386b1d96cb0,Simone Tebet,lula_3-planejamento,Planejamento e Orçamento,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-89a6204c7ce1,POPULATION-REVIEW,lula_2023_presente:2:34
service-lula_2023_presente-2-10,person-a7e366e12926,Paulo Teixeira,lula_3-desenvolvimento-agrario,Desenvolvimento Agrário e Agricultura Familiar,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-8c2a099615fd,POPULATION-REVIEW,lula_2023_presente:2:10
service-lula_2023_presente-2-44,person-e4833e3cf7cd,Renan Filho,lula_3-transportes,Transportes,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-8ccea40b6f1d,POPULATION-REVIEW,lula_2023_presente:2:44
service-lula_2023_presente-2-2,person-03674b52507a,Carlos Fávaro,lula_3-agricultura,Agricultura e Pecuária,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-90750f1c9b17,POPULATION-REVIEW,lula_2023_presente:2:2
service-lula_2023_presente-2-39,person-038c1ba175f1,Wolney Queiroz,lula_3-previdencia-social,Previdência Social,lula_3,2025-05-02,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2025-05-02,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-a42afb06472c,POPULATION-REVIEW,lula_2023_presente:2:39
service-lula_2023_presente-2-4,person-620c3584df9c,Luciana Santos,lula_3-ciencia-tecnologia,"Ciência, Tecnologia e Inovação",lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-a79dfb4e75e8,POPULATION-REVIEW,lula_2023_presente:2:4
service-lula_2023_presente-2-42,person-6f9b22d26357,Alexandre Padilha,lula_3-saude,Saúde,lula_3,2025-03-10,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2025-03-10,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-ae881085444e,POPULATION-REVIEW,lula_2023_presente:2:42
service-lula_2023_presente-2-50,person-358ab99f9eea,Vinícius Marques de Carvalho,lula_3-cgu,Controladoria-Geral da União,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-b2f5b4a75ce6,POPULATION-REVIEW,lula_2023_presente:2:50
service-lula_2023_presente-2-22,person-8aa66af5537a,Esther Dweck,lula_3-gestao-e-da-inovacao-em-servicos-publicos,Gestão e da Inovação em Serviços Públicos,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-da6ce3b869d1,POPULATION-REVIEW,lula_2023_presente:2:22
service-lula_2023_presente-2-11,person-bb7b68961b8f,Geraldo Alckmin,lula_3-industria-comercio,"Desenvolvimento, Indústria, Comércio e Serviços",lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-de8718bf31f7,POPULATION-REVIEW,lula_2023_presente:2:11
service-lula_2023_presente-2-57,person-b9f0ad68aacc,Guilherme Boulos,lula_3-secretaria-geral,Secretaria-Geral da Presidência da República,lula_3,2025-10-29,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2025-10-29,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-e65045e234b2,POPULATION-REVIEW,lula_2023_presente:2:57
service-lula_2023_presente-2-8,person-e545719de661,Margareth Menezes,lula_3-cultura,Cultura,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-ebab6522a877,POPULATION-REVIEW,lula_2023_presente:2:8
service-lula_2023_presente-2-33,person-5b1d1a1c9c4f,André de Paula,lula_3-pesca-e-aquicultura,Pesca e Aquicultura,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-edf408f36c08,POPULATION-REVIEW,lula_2023_presente:2:33
service-lula_2023_presente-2-3,person-084754daf6e9,Jader Barbalho Filho,lula_3-cidades,Cidades,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-eedd92e5054e,POPULATION-REVIEW,lula_2023_presente:2:3
service-lula_2023_presente-2-7,person-c5b20dc3c4ca,Frederico Siqueira,lula_3-comunicacoes,Comunicações,lula_3,2025-04-24,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2025-04-24,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,AFF-038;LEG-01028140cce5,POPULATION-REVIEW;R28,lula_2023_presente:2:7
service-lula_2023_presente-2-24,person-0dd4119dea52,Waldez Góes,lula_3-integracao,Integração e Desenvolvimento Regional,lula_3,2023-01-01,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-01-01,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,AFF-038;LEG-3d0e51476ed5,POPULATION-REVIEW;R28,lula_2023_presente:2:24
service-lula_2023_presente-2-54,person-a8fa920e4c2c,Marcos Antonio Amaro dos Santos,lula_3-gsi,Gabinete de Segurança Institucional,lula_3,2023-05-04,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2023-05-04,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-0183d30a8b9f,POPULATION-REVIEW;R29,lula_2023_presente:2:54
service-lula_2023_presente-2-28,person-84d03af199f4,Wellington César Lima e Silva,lula_3-justica,Justiça e Segurança Pública,lula_3,2026-01-15,2026-03-20,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2026-01-13,2026-03-19,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,bounded_date_convention,2026-01-13,2026-01-15,LEG-9017e8f64cc4,OFF-046,lula_2023_presente:2:28
service-C073-vacancy-0,person-carlos-henrique-menezes-sobral,Carlos Henrique Menezes Sobral,lula_3-turismo,Turismo,lula_3,2023-11-30,2023-12-04,vacancy_acting,true,"Explicit presidential designation reported contemporaneously by Estadao, not inferred from signature.",2023-11-30,2023-12-04,Adjudicated half-open succession; independent source assertions retained in sabino_vacancy_successions.csv and sabino_date_conflicts.json,adjudicated_documented_vacancy_succession,,,C073,C073,SABINO-2023-A
service-C073-vacancy-2,person-ana-carla-machado-lopes,Ana Carla Machado Lopes,lula_3-turismo,Turismo,lula_3,2024-12-03,2024-12-06,vacancy_acting,true,Adjudicated statutory substitute: Ana Carla continuous secretary-executive under decree 8851 art1III. Targeted searches found no competing designation for this vacancy. No direct dated vacancy-specific act retrieved; preserve this evidentiary distinction.,2024-12-03,2024-12-06,Adjudicated half-open succession; independent source assertions retained in sabino_vacancy_successions.csv and sabino_date_conflicts.json,adjudicated_documented_vacancy_succession,,,C073,C073,SABINO-2024
service-C073-vacancy-3,person-carlos-henrique-menezes-sobral,Carlos Henrique Menezes Sobral,lula_3-turismo,Turismo,lula_3,2025-02-01,2025-02-03,vacancy_acting,true,"Presidential decree Jan29, published Jan30, expressly designates Carlos Sobral for Feb1-2.",2025-02-01,2025-02-03,Adjudicated half-open succession; independent source assertions retained in sabino_vacancy_successions.csv and sabino_date_conflicts.json,adjudicated_documented_vacancy_succession,,,C073,C073,SABINO-2025-FEB
service-C073-vacancy-4,person-ana-carla-machado-lopes,Ana Carla Machado Lopes,lula_3-turismo,Turismo,lula_3,2025-10-08,2025-10-09,vacancy_acting,true,Ana Carla explicitly acting minister at ABAV opening Oct8; independently documented vacancy and statutory deputy identity.,2025-10-08,2025-10-09,Adjudicated half-open succession; independent source assertions retained in sabino_vacancy_successions.csv and sabino_date_conflicts.json,adjudicated_documented_vacancy_succession,,,C073,C073,SABINO-2025-OCT
service-C073-vacancy-6,person-ana-carla-machado-lopes,Ana Carla Machado Lopes,lula_3-turismo,Turismo,lula_3,2025-12-19,2025-12-23,vacancy_acting,true,Correio Dec18 explicitly says Ana Carla will head ministry until Gustavo assumes; statutory deputy and actual vacancy jointly establish primary succession.,2025-12-19,2025-12-23,Adjudicated half-open succession; independent source assertions retained in sabino_vacancy_successions.csv and sabino_date_conflicts.json,adjudicated_documented_vacancy_succession,,,C073,C073,SABINO-2025-DEC
service-C073-vacancy-1,person-ana-carla-machado-lopes,Ana Carla Machado Lopes,lula_3-turismo,Turismo,lula_3,2023-12-04,2023-12-06,vacancy_acting,true,"Carlos designation expired Dec3; Ana Carla was secretary-executive, the statutory substitute; her Dec4 portaria is corroboration in an independently documented vacancy.",2023-12-04,2023-12-06,Adjudicated half-open succession; independent source assertions retained in sabino_vacancy_successions.csv and sabino_date_conflicts.json,adjudicated_documented_vacancy_succession,,,C073;V5W7E004,C073;V5W7D001,SABINO-2023-B
service-C073-vacancy-5,person-ana-carla-machado-lopes,Ana Carla Machado Lopes,lula_3-turismo,Turismo,lula_3,2025-11-13,2025-11-17,vacancy_acting,true,"Documented true titular vacancy with designated substitute; the Nov14 Orla ceremony is retrospectively confirmed by attributed MTur post-event reporting naming Ana Carla acting minister. An event/signature alone does not prove titular absence through that day closing; Nov14-17 return bounds remain. Actual Sabino ministerial exercise is independently confirmed by the Nov17 morning Secom/EBC interview; Chamber notification at19h36 concerns legislative leave, not possession.",2025-11-13,2025-11-17,"Adjudicated half-open succession; independent source assertions retained in sabino_vacancy_successions.csv and sabino_date_conflicts.json; V5W7D002 separates actual ministerial exercise, formal reappointment and parliamentary notification; all interval endpoints retained",adjudicated_documented_vacancy_succession,,,C073;V5W7E001;V5W7E002;V5W7E003,C073;V5W7D002,SABINO-2025-NOV
service-lula_2023_presente-2-59,person-feda1e43da79,Laércio Portela,lula_3-comunicacao-social,Secretaria de Comunicação Social,lula_3,2024-05-15,2024-09-12,vacancy_acting,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2024-05-15,2024-09-10,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-bca3c6c6edac,OFF-037;OFF-038;OFF-039,lula_2023_presente:2:59
service-lula_2023_presente-2-27,person-5ade68870caa,Manoel Carlos de Almeida Neto,lula_3-justica,Justiça e Segurança Pública,lula_3,2026-01-09,2026-01-15,vacancy_acting,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2026-01-09,2026-01-13,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-f1f3a25b37b6,OFF-046,lula_2023_presente:2:27
service-lula_2023_presente-2-14,person-8aa66af5537a,Esther Dweck,lula_3-direitos-humanos,Direitos Humanos e Cidadania,lula_3,2024-09-06,2024-09-11,vacancy_acting,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2024-09-06,2024-09-27,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-b9e8176baff8,POPULATION-REVIEW,lula_2023_presente:2:14
service-C038-wallace-nunes-da-silva,person-wallace-nunes-da-silva,Wallace Nunes da Silva,lula_3-turismo,Turismo,lula_3,2023-07-14,2023-07-18,vacancy_acting,true,Documented acting service following formal departure; affiliation researched independently,2023-07-14,2023-07-18,Half-open reconstructed succession,adjudicated_succession,,,C038,C038,C038
service-bc14f461caeb,person-a74198f91d7f,Onyx Lorenzoni,temer-transicao-governamental,Transição governamental,temer,2018-11-05,2019-01-01,incoming_transition,false,Dated Minister of State scope; OFF-031;OFF-032,2018-11-05,2019-01-01,reviewed half-open interval,adjudicated_source_boundary,,,OFF-031;OFF-031–OFF-034;OFF-032,OFFICE-ADJUDICATION;R30,michel_temer:0:68
service-b24313cd2009,person-47db0dcff2a7,Cristiane Brasil,temer-trabalho,Trabalho,temer,2018-01-03,2018-01-03,non_entry,false,Dated Minister of State scope; OFF-014,2018-01-03,2018-01-03,reviewed half-open interval,adjudicated_source_boundary,,,OFF-014,OFFICE-ADJUDICATION,michel_temer:0:58
service-f103a0f5f74a,person-e88c07c66af0,Antônio Imbassahy,temer-secretaria-governo,Secretaria de Governo,temer,2017-02-03,2017-08-02,titular,true,Dated Minister of State scope; OFF-003;OFF-012;OFF-013,2017-02-03,2017-12-15,reviewed half-open interval,adjudicated_source_boundary,,,C035;OFF-003;OFF-012;OFF-013,C035;OFFICE-ADJUDICATION,michel_temer:0:51
service-f103a0f5f74a-b,person-e88c07c66af0,Antônio Imbassahy,temer-secretaria-governo,Secretaria de Governo,temer,2017-08-03,2017-10-20,titular,true,Dated Minister of State scope; OFF-003;OFF-012;OFF-013,2017-02-03,2017-12-15,reviewed half-open interval,adjudicated_source_boundary,,,C035;OFF-003;OFF-012;OFF-013,C035;OFFICE-ADJUDICATION,michel_temer:0:51
