atlas_line,administration_id,governor_start_raw,governor_end_raw,office_type_raw,office_raw,portfolio_party_raw,person_raw,minister_start_raw,minister_end_raw,minister_party_raw,person_id,service_ids,reconciliation_status,decision_ids,notes
593,temer,31/08/2016,31/12/2018,Ministério,Cultura,PPS,Roberto Freire,23/11/2016,22/05/2017,PPS,person-ab37c3a157a5,service-michel_temer-0-11,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
594,temer,31/08/2016,31/12/2018,Ministério,Cultura,sfp,João Batista de Andrade (interino),22/05/2017,24/07/2017,sfp,person-7c277f7f61b2,service-michel_temer-0-12,affiliation difference,C008;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
595,temer,31/08/2016,31/12/2018,Ministério,Cultura,sfp,Sérgio Sá Leitão,25/07/2017,31/12/2018,sfp,person-aad1a5fad29f,service-michel_temer-0-13,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
596,temer,31/08/2016,31/12/2018,Ministério,Desenvolvimento Social e Agrário,PMDB,Osmar Terra,12/05/2016,06/04/2018,PMDB,person-95ad6fa20856,service-michel_temer-0-24,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
597,temer,31/08/2016,31/12/2018,Ministério,Desenvolvimento Social e Agrário,PMDB,Alberto Beltrame,10/04/2018,31/12/2018,sfp,person-b641d5449471,service-michel_temer-0-25,affiliation difference,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
598,temer,31/08/2016,31/12/2018,Ministério,Esporte,PMDB,Leonardo Picciani,12/05/2016,06/04/2018,PMDB,person-59b200bc0126,service-michel_temer-0-28,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
599,temer,31/08/2016,31/12/2018,Ministério,Esporte,PMDB,Leandro Cruz Fróes da Silva,10/04/2018,31/12/2018,sfp,person-40b55dc0bb6c,service-michel_temer-0-29,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
600,temer,31/08/2016,31/12/2018,Ministério,Cidades,PSDB,Bruno Araújo,12/05/2016,13/11/2017,PSDB,person-27563f8cf17b,service-michel_temer-0-6,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
601,temer,31/08/2016,31/12/2018,Ministério,Cidades,PP,Alexandre Baldy,22/11/2017,31/12/2018,PP,person-ec79bc7d93e1,service-michel_temer-0-8,affiliation difference,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
602,temer,31/08/2016,31/12/2018,Ministério,Turismo,PMDB,Henrique Eduardo Alves,12/05/2016,16/06/2016,PMDB,person-5d5c6255c599,service-michel_temer-0-63,agreement,C045;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
603,temer,31/08/2016,31/12/2018,Ministério,Turismo,,Alberto Alves (interino),17/06/2016,05/10/2016,,person-9cf6aaca0bc9,service-C053-person-9cf6aaca0bc9;service-michel_temer-0-64,affiliation difference,C019;C053;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
604,temer,31/08/2016,31/12/2018,Ministério,Turismo,PMDB,Marx Beltrão,05/10/2016,06/04/2018,PMDB,person-31126468e4b1,service-michel_temer-0-65,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
605,temer,31/08/2016,31/12/2018,Ministério,Turismo,PMDB,Vinicius Lummertz,10/04/2018,31/12/2018,PMDB,person-f3810a506437,service-michel_temer-0-66,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
606,temer,31/08/2016,31/12/2018,Ministério,Direitos Humanos,PSDB,Luislinda Valois,03/02/2017,29/11/2017,PSDB,person-43d3df106f94,service-michel_temer-0-14,date semantics,C040;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
607,temer,31/08/2016,31/12/2018,Ministério,Direitos Humanos,ind,Luislinda Valois,30/11/2017,19/02/2018,PSDB,person-43d3df106f94,service-michel_temer-0-14,date semantics,C040;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
608,temer,31/08/2016,31/12/2018,Ministério,Direitos Humanos,sfp,Gustavo Rocha,20/02/2018,31/12/2018,sfp,person-dfae93f2748f,service-michel_temer-0-15,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
609,temer,31/08/2016,31/12/2018,Secretaria,Secretaria-Geral (mulheres e juventude),PMDB,Moreira Franco,01/11/2017,10/04/2018,PMDB,person-4dbf0bdfa625,service-michel_temer-0-41;service-michel_temer-0-53,office/scope difference,C041;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
610,temer,31/08/2016,31/12/2018,Secretaria,Secretaria-Geral (mulheres e juventude),ind,Ronaldo Fonseca,28/05/2018,31/12/2018,Podemos,person-f1eb4370a38c,service-michel_temer-0-55,affiliation difference,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R12,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
611,temer,31/08/2016,31/12/2018,Secretaria,Governo,PMDB,Geddel Vieira Lima,12/05/2016,25/11/2016,PMDB,person-c662b71943eb,service-c1cbf25fecd8,agreement,OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
612,temer,31/08/2016,31/12/2018,Secretaria,Governo,PSDB,Antônio Imbassahy,03/02/2017,14/12/2017,PSDB,person-e88c07c66af0,service-f103a0f5f74a;service-f103a0f5f74a-b;service-f103a0f5f74a-c,date semantics,C035;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
613,temer,31/08/2016,31/12/2018,Secretaria,Governo,PMDB,Carlos Marun,15/12/2017,31/12/2018,PMDB,person-958d8b84b828,service-13f7c2c1b899,date semantics,C034;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
614,temer,31/08/2016,31/12/2018,Ministério,Segurança Pública,ind,Raul Jungmann,27/02/2018,31/12/2018,PPS,person-d8e018a87929,service-michel_temer-0-22;service-michel_temer-0-67,office/scope difference,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R11,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
