evidence_id,asserted_fact,source_locator,publisher,publication_date,retrieval_date,access_status,rationale
C074,"Carlos Henrique Menezes Sobral: primary MDB from qualified contemporary January2023 personal party characterization, with non-affiliation alternative",https://www.midianews.com.br/politica/lula-nomeia-ex-assessor-de-cunha-que-atuou-na-gestao-bolsonaro/438098,"Folhapress, Mateus Vargas / Renato Machado / Victoria Azevedo; republication MidiaNews",2023-01-25,2026-09-10,retrieved_source_text,"Folhapress January25 2023 personally characterizes Carlos Henrique Menezes Sobral as a cadre of MDB, in a sentence distinct from the report of his sponsorship. Accept this credible contemporary personal party label as a qualified primary MDB adjudication from that date, with forward continuity through later qualifying vacancy service. Retain UNAFFILIATED as a credible alternative because the qualified cadre description could reflect a party-adjacent professional rather than formal registration. This is not an exact affiliation certificate or a conclusion from his ministry sponsor. Current TSE municipal-list non-matches cannot negate the label or prove non-affiliation. Targeted searches and the original 2021 Alepi biographical proposal yielded no specific competing affiliation event. Do not backproject the 2023 label to his December31 2018 service, which remains a separate unresolved affiliation dependency. The alternative is composition-neutral only where other qualifying MDB ministers independently establish MDB representation."
C034,"Carlos Marun dismissal was published December 31, 2018; December 28 is the signed decree date. Carlos Henrique Menezes Sobral was the designated successor.",https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/12/31/marun-e-exonerado-da-secretaria-de-governo-e-assume-posto-na-itaipu.htm;research/completion/orgaos_temer.pdf,Estadão; Presidência responsibility list,2018-12-31,2026-09-10,retrieved_source_text,Use publication date for Marun departure. Add Sobral acting December 31 under documented deputy succession; personal affiliation remains unresolved. Later MDB description is not a dated 2018 certificate.
C036,"Ciro Nogueira dismissed December 30, 2022; Jonathas Assunção Salvador Nery de Castro managed Casa Civil December 30-31.",https://www.gov.br/casacivil/pt-br/acesso-a-informacao/transparencia-e-prestacao-de-contas-pr/2022/rol-de-responsaveis/rol_de_responsaveis_dez2022.pdf,Presidência/Casa Civil,2022-12-30,2026-09-10,retrieved_source_text,Official responsibility roll explicitly separates appointment dates and actual substitution periods. Add vacancy actor; do not infer personal non-affiliation from technical service.
C010,Ciro Nogueira signed possession and began work at Casa Civil on 28 July 2021.,https://www.cnnbrasil.com.br/politica/ciro-assina-termo-de-posse-na-casa-civil-e-ja-despacha-no-planalto/ | https://www.gov.br/secretariageral/pt-br/acesso-a-informacao/transparencia-e-prestacao-de-contas-pr/2021/rol-de-responsaveis-30jul2021_primeiro-envio-da-digep.pdf,CNN Brasil; Presidência responsibility roll,2021-07-28,2026-09-10,retrieved_source_text,"Possession and work preceded the public ceremony; corroborated by official responsibility roll. PP has independent continuous witnesses, so no false transition."
C032,"Consolidate contained same-affiliation evidence slices after October 2015 boundary correction, retaining their source and decision links.",research/completion/prior/scraping/data/cabinet_party_affiliation_spells.csv;research/completion/dou2_2015_10_05.pdf,Retained assertions and DOU,2015-10-05,2026-09-10,retrieved_source_text,"A source-specific record boundary is not a personal affiliation change. Remove only same-state, same-party contained duplicate slices introduced by extending the earlier supported affiliation to October 5; merge all evidence IDs into the covering record. Original rows remain in preservation and raw assertions."
C039,"Célio Faria Júnior decree published December 30, 2022 explicitly sets dismissal effective January 1, 2023.",https://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?captchafield=firstAccess&data=30%2F12%2F2022&jornal=529&pagina=1,Imprensa Nacional,2022-12-30,2026-09-10,retrieved_source_text,Retain Célio through December 31; news publication date is not the effective date. Do not add Sobral as a cabinet replacement before the handover.
C037,Daniel de Oliveira Duarte Ferreira dismissal signed December 29 was published December 30 without deferred effective clause.,https://static.poder360.com.br/2022/12/dou-comandos-marinha-aeronautica-30dez2022.pdf,Imprensa Nacional DOU Seção 2 page 2,2022-12-30,2026-09-10,retrieved_source_text,Stop Daniel service on publication. Successor personal identity and service through December 31 remain a completion dependency; do not carry Daniel through a documented dismissal.
C052,Dyogo Oliveira dismissed April 6; executive secretary Esteves Colnago covered vacancy before April 10 titular possession,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/06/7-ministros-deixam-cargos-hoje-meirelles-ainda-nao-esta-na-lista-de-exoneracoes.htm;https://www.bndes.gov.br/wps/portal/site/home/imprensa/noticias/Agenda/quarta-feira-14-de-junho-de-2017;https://es.wikipedia.org/wiki/Michel_Temer,Diário Oficial reported by Estadão; BNDES; historical cabinet compilation,2018-04-06;2017-06-14,2026-09-10,retrieved_source_text,"Publication April 6 supersedes compiled April 7 end. Colnago was continuing executive secretary and appointed titular April 10. Reconstruct vacancy replacement April 6-10. Historical compilation explicitly identifies his 2018 service as independent and dates it April 8; carry that historical status across this bounded same-office assumption interval, recorded as adjudicated and composition-neutral, not an exact affiliation event."
C042,"Eduardo Pazuello assumed acting Health service May 15, 2020, immediately after Teich departure.",https://economia.uol.com.br/noticias/reuters/2020/09/14/apos-4-meses-como-interino-general-pazuello-devera-ser-efetivado-como-ministro-da-saude.htm;https://www.osaogoncalo.com.br/geral/82332/general-pazuello-assume-interinamente-no-lugar-de-teich-e-ganha-apoio-para-ficar-no-cargo,Reuters; O São Gonçalo,2020-09-14,2026-09-10,retrieved_source_text,Contemporaneous May 15 report corroborates retrospective Reuters start. June designation and September titular ceremony are later status changes during continuing service. Historical explicit non-affiliation extends to the corrected first day.
C012,Eliseu Padilha formally accumulated the Ministry of Labour from 5 July 2018 until Caio Vieira de Mello took office on 10 July.,https://www.gaz.com.br/eliseu-padilha-vai-acumular-ministerios-do-trabalho-e-casa-civil/;https://g1.globo.com/politica/noticia/diario-oficial-publica-nomeacao-de-padilha-como-ministro-interino-do-trabalho.ghtml,Estadão; G1 reporting DOU extra edition,2018-07-05,2026-09-10,retrieved_source_text,"A formal appointment after Helton Yomura left the office qualifies as vacancy replacement. This is simultaneous officeholding by the existing MDB minister, and therefore composition-neutral. The source explicitly distinguishes this appointment from his continuing Casa Civil portfolio."
C055,"Eva Chiavon covered the Casa Civil vacancy between Wagner departure and Lula possession, March 16-17 2016",https://www.gov.br/casacivil/pt-br/assuntos/noticias/2016/marco;https://transparencia.mpf.mp.br/conteudo/diarios-e-boletins/diario-oficial-da-uniao-1/2016/dou2_2016_03_21.pdf,Casa Civil contemporaneous directory; Diário Oficial,2016-03-15;2016-03-16;2016-03-21,2026-09-10,retrieved_source_text,"The official March news archive identifies the continuing executive secretary immediately before Wagner departure; the DOU confirms her designated substitute capacity. Reconstruct her one-day vacancy service before Lula possession March 17; she resumed following the judicial suspension March 18. Her historical PT affiliation supports this bounded earlier start in the same uninterrupted executive-secretary tenure. Retain date adjudication; PT is independently represented, so this succession cannot change the party set."
C031,Eva Chiavon exercised Casa Civil following the 18 March 2016 judicial interruption of Lula's appointment; the 22 March date was a website update.,https://transparencia.mpf.mp.br/conteudo/diarios-e-boletins/diario-oficial-da-uniao-1/2016/dou2_2016_03_21.pdf;https://exame.com/brasil/casa-civil-muda-site-e-coloca-nome-de-ministra-substituta/,Diario Oficial da Uniao; Estadao syndicated by Exame,2016-03-21;2016-03-22,2026-09-10,retrieved_source_text,"Lula is retained for actual service March 17 and excluded after the court interruption March 18. Chiavon, the continuing designated substitute, already signed as minister on March 18; the published signature and succession evidence jointly establish vacancy service. Her historical PT row covers that same continuous interim tenure, not a new affiliation on March 22."
C007,Fernando Coelho Filho signed affiliation to MDB on 21 March 2018; joined DEM on 6 April after leaving the ministry.,https://istoedinheiro.com.br/ministro-de-minas-e-energia-se-filia-ao-mdb-de-temer | https://eixos.com.br/politica/escolha-do-novo-ministro-de-minas-e-energia-passa-pelo-senado/ | https://www.gov.br/mme/pt-br/arquivos/clipping-07-04-2018.pdf,Estadão Conteúdo; eixos; MME press clipping,2018-03-21;2018-04-07,2026-09-10,retrieved_source_text,"Contemporary accession report and photograph identify the minister, separately from his father. Add MDB change without new service. DEM starts at the existing exclusive service end, so does not back-project into cabinet service."
C043,"Floriano Peixoto dismissal and Jorge Oliveira appointment were June 21, 2019; the former remained through June 20.",https://fpagropecuaria.org.br/2019/06/24/boletim-dou-21-de-junho-2/?pdf=22053;https://exame.com/brasil/jorge-oliveira-major-da-pm-sera-novo-secretario-geral-da-presidencia/,FPA DOU summary; Reuters,2019-06-21,2026-09-10,retrieved_source_text,The old table end June 20 is an inclusive last day. Convert it to exclusive June 21; existing explicit unaffiliated status continues through the corrected day.
C066,Gabbardo: primary MDB continuity from an explicitly dated historical PMDB affiliation observation,https://tede2.pucrs.br/tede2/bitstream/tede/10392/2/Rafael_da_Silveira_Velho_Dis.pdf;https://claudemirpereira.com.br/2018/02/sartori-punhado-de-secretarios-fora-do-governo-para-concorrer-fabiano-e-certo-schirmer-duvida/;https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2021/02/16/amigo-de-osmar-terra-gabbardo-e-braco-direito-de-doria-e-nega-candidatura.amp.htm,"Rafael da Silveira Velho, PUCRS dissertation; contemporary reporting; UOL",2021;2018-02-28;2021-02-16,2026-09-10,retrieved_source_text,"After reviewing the dissertation appendix and its distinction between affiliation and political ties, accept its explicit PMDB label for the 2015/17 historical service as a credible dated observation. Apply the same forward-continuity adjudication used for Maria Fernanda Ramos Coelho and Sachsida, with targeted searches for joining, departure, expulsion and denial. The 2018 account of MDB prospective candidates is corroborating context, not a membership certificate. The 2021 personal denial concerns candidacy, not affiliation. No specific contradictory affiliation event was found. Primary MDB on April 16 2020 is an adjudication from historical observation and continuity, not an exact 2020 certificate or affiliation at nomination. This creates a one-day MDB return through actual vacancy service; it is not chosen to preserve an adjacent set. C062 temporary affiliation blocker is superseded, while its underlying sources and reasoning remain inspectable."
C013,Gilson Machado remained personally affiliated to PSC in January and February 2022 before joining PL in March.,https://veja.abril.com.br/coluna/radar/por-que-gilson-machado-so-vai-para-o-pl-se-bolsonaro-mandar/;https://jc.uol.com.br/dinheiro/2022/02/14945451-quais-sao-os-pre-candidatos-e-nomes-cotados-ao-senado-em-pernambuco.html;https://jovempan.com.br/programas/direto-ao-ponto/gilson-machado-ministro-do-turismo-e-o-entrevistado-do-direto-ao-ponto-desta-segunda-feira.html,Veja; Jornal do Commercio; Jovem Pan,2022-01-07,2026-09-10,retrieved_source_text,"The explicit January 7 report says personally affiliated to PSC since 2020, corroborated before and after January. Retain PSC continuity. A January 2022 Gazeta do Povo list calling him sem partido is rejected against these specific dated membership reports. Retain that contradiction as a source assertion, not a hypothetical new departure."
C064,Haddad remains through the observation cutoff; Durigan appointment takes effect with March 20 2026 publication,https://www.poder360.com.br/poder-governo/haddad-deixa-fazenda-e-e-substituido-por-durigan/,Poder360 with DOU decree,2026-03-20,2026-09-10,retrieved_source_text,The signed March 19 announcement and appointment/dismissal decree were published March 20. Retain Haddad through March 19 and exclude Durigan from this window. Clipping at March 20 is not itself a dismissal observation for other continuing incumbents.
C044,"Helder Melillo Lopes Cunha Silva acted as Regional Development minister December 30-31, 2022 after Daniel Ferreira dismissal.",https://www.poder360.com.br/governo/ex-ministro-de-bolsonaro-e-nomeado-no-2-de-ministerio-de-lula/,Poder360,2024-04-16,2026-09-10,retrieved_source_text,"Retrospective source explicitly identifies historical two-day service, not a backward inference from the 2024 appointment. Personal affiliation not established; add named officeholding and retain separate unknown affiliation."
C045,"Henrique Eduardo Alves dismissal published June 17, 2016; June 16 was his request",https://www.regiaonews.com.br/politica/diario-oficial-publica-exoneracao-de-ministro-do-turismo,Agência Brasil / Região News,2016-06-17,2026-09-10,retrieved_source_text,Retain titular through June 16. Publication on June 17 establishes departure and Alberto Alves succession. No new party transition from correcting a request date.
C028,"Identify abbreviated names Joaquim Oliveira, Pedro Cesar Sousa and Maria Estella Dantas using official records, without treating an employment relationship as party affiliation.",https://www.gov.br/secretariageral/pt-br/centrais-de-conteudo/biblioteca-da-pr/galeria-dos-ex-presidentes/itamar-augusto-cautiero-franco/orgaos-da-pr-itamar-franco.pdf;https://www.gov.br/secretariageral/pt-br/centrais-de-conteudo/curriculos/subchefia-para-assuntos-juridicos/curriculo-pedro-cesar-nunes-ferreira-marques-de-sousa.pdf/@@download/file;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2269270&filename=Tramitacao-TVR+91%2F2023,Presidency; Chamber of Deputies,,2026-09-10,retrieved_source_text,"Full names establish identity. The unusually named Presidency PDF contains the Temer SG responsibility entries; content, not URL folder title, establishes its temporal relevance. Pedro Cesar Nunes Ferreira Marques de Sousa is the Brazilian officeholder, not a Portuguese homonym. Maria Estella Dantas Antonichelli signs the December 2022 ministerial record; her party field remains unknown."
C035,"Ivani dos Santos was designated deputy and acted after Geddel departure; Imbassahy was formally dismissed for parliamentary service August 2 and October 20-25, 2017.",https://noticias.uol.com.br/politica/ultimas-noticias/2016/11/25/geddel-pede-demissao-do-governo-temer.htm;https://exame.com/brasil/imbassahy-negocia-emenda-por-voto-a-favor-de-temer-no-plenario;research/completion/orgaos_temer.pdf,UOL; Estadão; Presidência,2017-08-02,2026-09-10,retrieved_source_text,"Formal parliamentary interruptions count, unlike routine administrative delegations. Ivani designated deputy covers vacant intervals. The Presidência PDF has an erroneous Itamar header and omits earlier Imbassahy segment; use only its explicit return and interruption dates, cross-checked with contemporaneous report. PMDB employment and homonymous party registrants do not establish Ivani affiliation."
C008,João Batista de Andrade remained Culture minister after the 16 June request and served through 24 July 2017.,https://www.poder360.com.br/governo/com-corte-de-gastos-de-43-cultura-segue-sem-titular-ha-59-dias/ | https://repositorio.enap.gov.br/bitstream/1/7371/1/Relatorio%20Final%20de%20Avaliacao%20Ex%20Post%20do%20Plano%20Nacional%20de%20Cultura%20%281%29.pdf,Poder360; ENAP,2017-07-16,2026-09-10,retrieved_source_text,"Explicit contemporary statement says he continued one month after asking to leave. Institutional history ends tenure 24 July, successor entered 25 July. Correct request-versus-departure confusion."
C062,João Gabbardo dos Reis was the designated Health vacancy replacement April 16-17 2020; personal affiliation at that date remains blocked,https://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?captchafield=firstAccess&data=10%2F12%2F2019&jornal=529&pagina=37;https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/04/29/bolsonaro-exonera-numero-2-de-mandetta-e-nomeia-general-para-o-cargo.htm;https://tede2.pucrs.br/tede2/bitstream/tede/10392/2/Rafael_da_Silveira_Velho_Dis.pdf;https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2021/02/16/amigo-de-osmar-terra-gabbardo-e-braco-direito-de-doria-e-nega-candidatura.amp.htm,"DOU; UOL; Rafael da Silveira Velho dissertation, PUCRS",2019-12-10;2020-04-29;2021,2026-09-10,retrieved_source_text,"Continuing secretary-executive and documented designated minister substitute; Mandetta formally left April 16 and Teich took possession April 17. Retain this one-day vacancy succession. The dissertation appendix labels his 2015/17 state service PMDB, while contemporary accounts say linked to PMDB and later accounts record denials of candidacy. Those are not an explicit dated personal affiliation observation during the 2020 federal tenure. Preserve the positive historical PMDB assertion as a credible possible MDB alternative, without declaring alternatives exhaustive. No-party assertions about Bolsonaro or Ana Pellini in the same articles do not describe Gabbardo."
C059,Jônathas Assunção de Castro was the continuing executive secretary at the March 30-31 2021 Secretaria de Governo vacancy,https://diaoficial.com/linkdopdf/1113984/diario-oficial-da-uniao-secao-2-60--20210330.pdf;https://www.gov.br/secretariageral/pt-br/acesso-a-informacao/transparencia-e-prestacao-de-contas-pr/2021/rol-de-responsaveis-30jul2021_primeiro-envio-da-digep.pdf,DOU; Presidency responsibility roll,2021-03-30;2021-07,2026-09-10,retrieved_source_text,"DOU March 30 identifies the continuing executive secretary Jonathas Assuncao de Castro; the office regulation designates its executive secretary as minister substitute. Reconstruct vacancy replacement between Ramos dismissal March 30 and Flavia actual management start March 31. Keep personal affiliation unresolved, independently of his later Casa Civil replacement. The July roll is a source for Flavia actual start, not for a retroactive appointment of her later executive secretary Rafael Sampaio."
C040,"Luislinda Valois dismissal announced February 19 was published February 20, 2018, with Gustavo Rocha assuming.",https://www.metropoles.com/brasil/politica-brasil/exonerada-luislinda-ira-a-suica-representar-governo-em-evento-da-onu,Estadão,2018-02-21,2026-09-10,retrieved_source_text,Use publication/effective boundary February 20; maintain PSDB affiliation through remaining continuous service February 19.
C060,Luiz Pontel de Souza replaced Moro in the vacant Justice Ministry April 24-29 2020,https://www.stj.jus.br/internet_docs/biblioteca/clippinglegislacao/Prt_201_2020_PR.pdf;https://www.correiobraziliense.com.br/app/noticia/politica/2020/04/28/interna_politica%2C849007/amp.shtml,DOU official clipping at STJ; contemporaneous Estadão,2020-04-24;2020-04-27;2020-04-28,2026-09-10,retrieved_source_text,Interministerial Portaria 201 signed April 24 explicitly identifies Luiz Pontel as interim Justice minister after Moro departure. The successor decree was published April 28 and possession April 29. Include vacancy service through that possession. Party-change reports concerning Guilherme Theophilo are not evidence about Pontel; his personal affiliation remains unresolved.
C049,"March 2021 reshuffle departures were published March 30, not announced March 29; Braga Netto signed Defense term April 1",https://www.poder360.com.br/governo/governo-oficializa-reforma-ministerial-com-a-publicacao-de-mudancas-no-dou/;https://static.poder360.com.br/2021/03/DOU-relacoes-exteriores-exoneracao-ernesto-araujo-nomeacao-carlos-alberto-franco-franca-29-mar-2021.pdf;https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=1990585&filename=REC+9%2F2021,DOU; Câmara dos Deputados signed term annex,2021-03-30;2021-04-01,2026-09-10,retrieved_source_text,"Retain departing ministers until published dismissal March 30. Braga Netto actual Defense possession April 1 is documented by signed term attached to REC 9/2021, superseding both announcement March 29 and collective ceremony April 6. Remaining intervals before actual possession require designated vacancy replacements; they are not silently filled by outgoing titular continuity."
C027,Marcos Bezerra Abbott Galvao: retain personal uncertainty between no party (historical table notation) and PSDB (retrospective description tucano); PSDB representation is independently continuous.,research/completion/prior/scraping/data/wikipedia_pinned/michel_temer_71604023.json;https://piaui.uol.com.br/web/itamaraty-lula-diplomatas-bolsonarismo-cargos/,Wikipedia; revista piaui,,2026-09-10,retrieved_source_text,"The no-party notation has been inspected under C026. Piaui explicitly describes Galvao in his 2016 secretary-general role as tucano, which may describe political alignment rather than formal membership. Do not turn this into a resolved personal party claim. Retain the two evidence-backed alternatives and let the builder prove aggregate neutrality using other PSDB officeholders throughout his qualifying 2017 interim service."
C057,Marcos Paulo Cardoso Coelho da Silva covered the Casa Civil vacancy February 14-18 2020,https://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?captchafield=firstAccess&data=14%2F02%2F2020&jornal=604&pagina=1;https://www.metropoles.com/brasil/politica-brasil/casa-civil-na-4a-troca-braga-netto-demite-secretario-executivo,DOU extra; Metrópoles,2020-02-14;2020-03-03,2026-09-10,retrieved_source_text,February 14 extra DOU names Marcos Paulo signing as Casa Civil minister substitute. His executive-secretary appointment February 7 and dismissal March 3 bracket the vacancy between Onyx formal departure and Braga possession. Preserve UNKNOWN affiliation: police career and subsequent adviser roles do not determine personal party membership.
C046,Maria Helena Guimarães de Castro acted in vacant Education office April 6-9 2018 and was personally affiliated to PSDB,https://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?captchafield=firstAccess&data=09%2F04%2F2018&jornal=515&pagina=43;https://www.bnews.com.br/noticias/politica/202442-temer-escolhe-secretario-de-educacao-basica-para-ministro-da-educacao.html,Diário Oficial da União; Folhapress / BNews,2018-04-09,2026-09-10,retrieved_source_text,"Mendonça dismissal April 6 plus designated executive secretary and acting minister acts of April 6/9 establish vacancy service to Rossieli possession April 10. Folhapress expressly describes her personal PSDB affiliation. Signature is corroboration of a separately documented vacancy, not proof that a continuing titular was interrupted."
C041,"Moreira Franco transferred from Secretaria-Geral to MME on April 10, 2018, rather than the April 6 announcement; deputy Paulo Pedrosa covers Coelho Filho formal absences.",https://static.poder360.com.br/2018/04/AP-Moreira-Franco.pdf;research/completion/orgaos_temer.pdf;https://www.escavador.com/diarios/580721/DOU/secao-2/2017-11-16?page=48;https://eixos.com.br/politica/como-a-eleicao-de-pernambuco-mudou-o-xadrez-da-sucessao-no-mme/,DOU decree quoted in original legal document; Presidência; ministerial acts; Brasil Energia,2018-04-10,2026-09-10,retrieved_source_text,"Separate appointment announcement from published and actual transfer April 10. Add designated deputy Paulo Pedrosa only in documented vacancies, not routine travel/signatures. Personal affiliation unknown; do not confuse the energy engineer with a homonymous PCdoB cultural official."
C051,Mário Ramos Ribeiro covered the vacant Integration Ministry April 6-10 2018,https://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?captchafield=firstAccess&data=12%2F04%2F2018&jornal=529&pagina=39;https://www1.folha.uol.com.br/poder/2018/08/ex-no-2-da-integracao-levanta-irregularidades-em-licitacoes.shtml,Diário Oficial da União; Folha de S.Paulo,2018-04-12;2018-08-02,2026-09-10,retrieved_source_text,Executive secretary identified independently by institutional reporting; acting-minister acts dated April 9 corroborate actual vacant-office replacement after Helder departure April 6 and before Pádua possession April 10. Name/office/party and affiliation searches did not yield a temporally relevant personal affiliation; preserve UNKNOWN rather than infer MDB from patronage.
C030,Nelson Barbosa continued in Planning until the 21 December 2015 published and effective succession; 18 December was the announcement/signature date.,https://guarulhosweb.com.br/barbosa-e-nomeado-ministro-da-fazenda-e-valdir-simao-vai-para-o-planejamento/;https://fetracan.org.br/informe-cnt-presidente-dilma-rousseff-nomeia-nelson-barbosa-a-pasta-da-fazenda-e-valdir-simao-a-do-planejamento/,Estadao syndicated; CNT,2015-12-21,2026-09-10,retrieved_source_text,Publication and possession both occurred December 21. No resignation or separately established interruption before that date. Retain Barbosa through formal succession; his already recorded non-affiliation is continuous across the transfer.
C050,New or reconstituted ministerial offices await first actual ministerial entry,https://www.cjf.jus.br/cjf/noticias/2020/06-junho/douinforme-12-06.2020;https://www.cjf.jus.br/cjf/noticias/2016-1/marco/douinforme-17-03-1.2016;https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2016/05/23/temer-edita-mp-que-recria-ministerio-da-cultura.htm,Diário Oficial / CJF; Estadão,2020-06-10;2016-03-16;2016-05-23,2026-09-10,retrieved_source_text,A newly created office can be legally vacant pending first possession. This differs from omitting a successor to an occupied ministry. Communications creation June 10 and Faria first possession June 17; Gabinete Pessoal ministerial status March 16 and Wagner first possession March 17; Culture recreation May 23 and Calero first possession May 24. No prior titular in those specific new office lifespans is displaced; administrative support and subordinate secretariats do not establish another minister.
C063,"Otávio Brandelli was the continuing designated MRE replacement between Araújo departure and França possession, March 30-April 6 2021",https://www.gov.br/funag/pt-br/chdd/historia-diplomatica/secretarios-gerais-das-relacoes-exteriores/secretarios-gerais-das-relacoes-exteriores;https://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?captchafield=firstAccess&data=08%2F01%2F2021&jornal=529&pagina=36;https://www1.folha.uol.com.br/mundo/2021/03/novo-chanceler-deve-mudar-abordagem-com-china-mas-manter-conservadorismo-nos-costumes.shtml,FUNAG official succession history; DOU; Folha,2019-01-03/2021-06-04;2021-01-08;2021-03-30,2026-09-10,retrieved_source_text,"FUNAG identifies the immediate minister substitute, Brandelli, serving January 3 2019 through June 4 2021; DOU confirms minister-interim acts. Folha March 30 explicitly says França had not yet taken possession, despite the appointment decree. Include designated vacancy service until the documented April 6 possession. No personal party or explicit non-affiliation observation was established. Reports calling Bolsonaro sem partido are not evidence about Brandelli; diplomatic career does not establish his party state."
C006,PSB accepted Coelho Filho departure request on 25 October 2017.,https://psb40.org.br/reuniao-do-diretorio-nacional-e-cancelada-apos-pedido-de-desfiliacao-de-parlamentares/,PSB nacional,2017-10-25,2026-09-10,retrieved_source_text,Party reports receipt and acceptance that morning. Replaces the broad October–December baseline; later parliamentary notice is not the membership event.
C021,"Padilha dismissal and Guilherme Ramalho interim appointment were published together on 8 December 2015, in decrees signed December 7.",https://transparencia.mpf.mp.br/conteudo/diarios-e-boletins/diario-oficial-da-uniao-1/2015/dou2_2015_12_08.pdf;https://es.wikipedia.org/wiki/Dilma_Rousseff;atlas/7010-261partidogabineteministerio.csv#551,DOU; Wikipedia historical cabinet; Atlas,,2026-09-10,retrieved_source_text,Use publication December 8 absent evidence of an earlier effective possession. December 4 resignation reporting and December 7 signature are not equivalent to this boundary. Atlas sfp describes Ramalho cabinet tenure with a one-day entry-date discrepancy; the explicit historical Independiente tenure corroborates non-affiliation for the corrected tenure. This is not a party change between December 8 and 9.
C011,Paulo Pimenta remained minister for Rio Grande do Sul reconstruction until his return to Secom effective 12 September 2024.,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2024/09/11/paulo-pimenta-volta-a-secom-e-reconstrucao-do-rs-fica-sob-responsabilidade-da-casa-civil.amp.htm;https://www.camara.leg.br/deputados/74400/biografia;https://www.escavador.com/diarios/5963538/DOU/secao-2/2024-09-12,Estadão; Câmara dos Deputados; DOU,2024-09-11,2026-09-10,retrieved_source_text,The September 10 announcement did not end service that day. The contemporary report specifies return on Thursday 12; the parliamentary licence and DOU agree. The special ministry loses qualifying status September 12. The subsequent subordinate secretariat is outside scope.
C065,Record historical organization lifespans and renames separately from personal affiliation changes,https://www.tse.jus.br/partidos/partidos-registrados-no-tse,Tribunal Superior Eleitoral registry and dated reports AFF-045/048,2015-09-15;2015-09-22;2017-05-16;2018-04-26;2018-05-15;2018-06-28;2018-09-11;2019-03-28;2019-05-07;2019-08-15;2019-09-19,2026-09-10,retrieved_source_text,"Renames preserve stable identity. Merger/incorporation dates terminate predecessor identities, not the personal office appointment. PEN is the earlier name of Patriota; PRP incorporation does not transfer Heleno, whose documented departure predates it. Use contemporaneous May 7 2019 TSE announcement for PR/PL over the contradictory current-registry February date. Label SOLIDARIEDADE as SD before June 28 2018. NOVO and REDE labels begin at registration. PP full-name change does not change its acronym or split composition."
C029,Roberto Bocorny Messias replaced Thomas Traumann at Secom on 25 March 2015 pending Edinho Silva on 31 March; an explicit personal denial of any party affiliation in August 2013 supports continuity.,https://www.viomundo.com.br/denuncias/roberto-messias-desmente-tudo-inclusive-conversa-com-reporter-lemes.html;https://www.noticiasagricolas.com.br/noticias/politica-economia/154019-ministro-da-comunicacao-social-pede-demissao.html;https://www.brasil247.com/midia/planalto-oficializa-a-saida-de-traumann-da-secom,"Secom personal statement via Presidency press secretary, reproduced by Viomundo; contemporary reporting",2013-08-06;2015-03-25,2026-09-10,retrieved_source_text,Direct personal denial covers membership in every party. It precedes the March 2015 vacancy replacement within continuous senior Secom service. Full-name and variant searches found no later affiliation/departure event; the journalist response expressly disclaims alleging formal party membership. Do not confuse Bocorny Messias with former Ibama head Roberto Messias Franco.
