person_id,person_name,merged_service_start,merged_service_end,search_terms,search_scope,search_date,evidence_ids,result,coverage_limit
person-b641d5449471,Alberto Beltrame,2018-04-06,2019-01-01,Alberto Beltrame; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-8e386223a64d,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-03674b52507a,Carlos Fávaro,2023-01-01,2026-03-20,Carlos Fávaro; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-90750f1c9b17,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-31126468e4b1,Marx Beltrão,2016-10-05,2018-04-06,Marx Beltrão; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-989e2fecd8ae,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-4597724356b9,Ronaldo Nogueira,2016-05-12,2017-12-29,Ronaldo Nogueira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-9fcbb2439062,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-038c1ba175f1,Wolney Queiroz,2025-05-02,2026-03-20,Wolney Queiroz; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-a42afb06472c,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-0da4a679c59d,Flávio Dino,2023-01-01,2024-02-01,Flávio Dino; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-a4d9f014f208,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-620c3584df9c,Luciana Santos,2023-01-01,2026-03-20,Luciana Santos; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-a79dfb4e75e8,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-d7245619b521,Gonçalves Dias,2023-01-01,2023-04-19,Gonçalves Dias; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-acfd621740b2,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-06d7d8eceb28,Tereza Campello,2015-01-01,2016-05-12,Tereza Campello; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-af4dca441a45,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-358ab99f9eea,Vinícius Marques de Carvalho,2023-01-01,2026-03-20,Vinícius Marques de Carvalho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-b2f5b4a75ce6,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-4a5b603c4e67,Juscelino Filho,2023-01-01,2025-04-09,Juscelino Filho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-b5c3c93f0a0d,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-771d907e0f23,Ricardo Vélez Rodríguez,2019-01-01,2019-04-08,Ricardo Vélez Rodríguez; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-b6119274bf0c,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-3695143e73fd,Daniel Duarte Ferreira,2022-03-31,2022-12-30,Daniel Duarte Ferreira | Daniel de Oliveira Duarte Ferreira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-c4002690b590,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-7e402352458c,Daniela Carneiro,2023-01-01,2023-07-14,Daniela Carneiro; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-caa1bb9ce390,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-776b909a53e5,Ricardo Lewandowski,2024-02-01,2026-01-09,Ricardo Lewandowski; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-cb17a8bd0c74,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-0fbaba5c8624,Luiz Eduardo Ramos,2019-06-13,2023-01-01,Luiz Eduardo Ramos; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-ce9aa704d046,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-8dc226f411d7,Ideli Salvatti,2015-01-01,2015-04-16,Ideli Salvatti; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-d13b06a2d6ea,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-2f002dc5bdc9,Eliseu Padilha,2015-01-01,2019-01-01,Eliseu Padilha; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-d2f12b350683;LEG-f764ca51f313,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-8aa66af5537a,Esther Dweck,2023-01-01,2026-03-20,Esther Dweck; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-da6ce3b869d1,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-bb7b68961b8f,Geraldo Alckmin,2023-01-01,2026-03-20,Geraldo Alckmin; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-de8718bf31f7,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-e97a73d54d22,Juca Ferreira,2015-01-01,2016-05-12,Juca Ferreira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-e0ac31b0f981,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-88d109b51eb0,Ronaldo Vieira Bento,2022-03-31,2023-01-01,Ronaldo Vieira Bento; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-e0e4ca4ca8d3,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-b9f0ad68aacc,Guilherme Boulos,2025-10-29,2026-03-20,Guilherme Boulos; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-e65045e234b2,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-faaa3fbb69cb,Osmar Serraglio,2017-03-07,2017-05-31,Osmar Serraglio; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-e8ffefa1056b,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-b681473bece5,Nísia Trindade,2023-01-01,2025-03-10,Nísia Trindade; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-eba4482fcf14,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-e545719de661,Margareth Menezes,2023-01-01,2026-03-20,Margareth Menezes; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-ebab6522a877,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-5b1d1a1c9c4f,André de Paula,2023-01-01,2026-03-20,André de Paula; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-edf408f36c08,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-084754daf6e9,Jader Barbalho Filho,2023-01-01,2026-03-20,Jader Barbalho Filho | Jader Filho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-eedd92e5054e,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-3cb227b769ce,Grace Mendonça,2016-09-09,2019-01-01,Grace Mendonça; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-f2b0ba61be8c,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-2c3dff30638f,Marcelo Queiroga,2021-03-23,2023-01-01,Marcelo Queiroga; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-f48fe3f88953,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-29d7f5939122,Carlos Lupi,2023-01-01,2025-05-02,Carlos Lupi; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-f9f4e4420917,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-42c80e28db4f,Luiz Cláudio Costa,2015-03-19,2015-04-06,Luiz Cláudio Costa; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,NEW-COSTA,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-f1eb4370a38c,Ronaldo Fonseca,2018-05-28,2019-01-01,Ronaldo Fonseca; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,NEW-FONSECA,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-b983e95c8716,Macaé Evaristo,2024-09-11,2026-03-20,Macaé Evaristo; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,NEW-MACAE,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-c662b71943eb,Geddel Vieira Lima,2016-05-12,2016-11-25,Geddel Vieira Lima; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,OFF-003;OFF-012;OFF-013,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-e88c07c66af0,Antônio Imbassahy,2017-02-03,2017-12-15,Antônio Imbassahy; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,OFF-003;OFF-012;OFF-013,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-fc5415a3bc75,Flávia Arruda,2021-03-31,2022-03-31,Flávia Arruda; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,OFF-026;OFF-027;OFF-028,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-1c65a93af898,Luiz Inácio Lula da Silva,2016-03-17,2016-03-18,Luiz Inácio Lula da Silva | Luís Inácio Lula da Silva; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,OFF-047,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-feda1e43da79,Laércio Portela,2024-05-15,2024-09-12,Laércio Portela; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,PINNED-PORTELA,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-87ad75f8d2f9,Damares Alves,2019-01-01,2022-03-31,Damares Alves; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present; v5 official TSE historical fields; public Filia client semantics; official identity cross-check; Senado timeline conflicts; newer contemporary positive observations and direct party statements,2026-09-10,AFF-013;AFF-014;AFF-015;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E18;V5W6E03;V5W6E07;V5W6E09;V5W6E10,narrowed_bounded_departure_with_primary_date_unchanged,"Scoped current TSE lists are not an exhaustive historical negative. Exact old withdrawal dates unavailable for Marinho and Damares; report-based bounds retained. Sachsida official historical entry and successor record support continuity, not a day-by-day2022 certificate."
person-20d6d1c35408,Rogério Marinho,2020-02-11,2022-03-31,Rogério Marinho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present; v5 official TSE historical fields; public Filia client semantics; official identity cross-check; Senado timeline conflicts; newer contemporary positive observations and direct party statements,2026-09-10,AFF-024;AFF-025;BOL-E12;BOL-E13;V5W6E04;V5W6E05;V5W6E06;V5W6E08;V5W6E09;V5W6E10,narrowed_bounded_departure_with_primary_date_unchanged,"Scoped current TSE lists are not an exhaustive historical negative. Exact old withdrawal dates unavailable for Marinho and Damares; report-based bounds retained. Sachsida official historical entry and successor record support continuity, not a day-by-day2022 certificate."
person-1c11e767f427,Adolfo Sachsida,2022-05-11,2023-01-01,Adolfo Sachsida; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present; v5 official TSE historical fields; public Filia client semantics; official identity cross-check; Senado timeline conflicts; newer contemporary positive observations and direct party statements,2026-09-10,AFF-044;BOL-E07;BOL-E08;C061;LEG-5b2c802041f5;V5W6E01;V5W6E02,resolved_official_registry_historical_membership,"Scoped current TSE lists are not an exhaustive historical negative. Exact old withdrawal dates unavailable for Marinho and Damares; report-based bounds retained. Sachsida official historical entry and successor record support continuity, not a day-by-day2022 certificate."
