affiliation_id,person_id,start_inclusive,end_exclusive,state,party_id,support,date_status,date_earliest,date_latest,alternatives,evidence_ids,decision_ids
affiliation-e4d954cf8b7a,person-77a67c261215,2023-01-01,2025-10-29,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-0a3ec5a276d9,PERSON-CONTINUITY-REVIEW
affiliation-e59294a899c0,person-bff2f0982308,2023-01-01,2026-03-20,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-0806dae15b5e,PERSON-CONTINUITY-REVIEW
affiliation-e76b47696a14,person-5936250a32d3,2019-01-01,2020-02-11,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-8693fc5ad84e,PERSON-CONTINUITY-REVIEW
affiliation-e8a01b2cb1e0,person-aa911998b3f6,2015-10-05,2016-05-12,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-539,PERSON-CONTINUITY-REVIEW
affiliation-e8ad9dbd1791,person-2471c2d4df75,2023-09-13,2026-03-20,PARTY,PP,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-1c9c47573abc,PERSON-CONTINUITY-REVIEW
affiliation-e95ca0eeb5a7,person-0fbaba5c8624,2021-04-06,2021-08-03,UNAFFILIATED,,explicit2019 no-party observation plus forward continuity across offices,adjudicated_continuity,,,[],LEG-ce9aa704d046,BOL-A02;PERSON-CONTINUITY-REVIEW
affiliation-ea3c15cc1fb5,person-5b1d1a1c9c4f,2023-01-01,2026-03-20,PARTY,PSD,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-edf408f36c08,PERSON-CONTINUITY-REVIEW
affiliation-eb8404d6b3ec,person-57a1c7594de5,2015-01-01,2018-04-02,PARTY,PP,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-3df9b9d5037a,PERSON-CONTINUITY-REVIEW;R03
affiliation-ec3c8c4a6df8,person-34a8cf0e1dd6,2018-07-11,2019-01-01,UNAFFILIATED,,adjudicated_specific_dated_nonparty_roster_forward_continuity,supported_date,,,[],NEW-CASIMIRO,PERSON-CONTINUITY-REVIEW;R13
affiliation-ec48fcd55307,person-124094b2bfa2,2022-03-30,2022-03-31,PARTY,PL,dated assertion plus targeted-search continuity,evidence_supported,,,[],AFF-032;BOL-E20,PERSON-CONTINUITY-REVIEW;R24
affiliation-ec96137176df,person-a4e239dfc327,2015-04-16,2015-10-05,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;LEG-b81907f65c5f,C024;PERSON-CONTINUITY-REVIEW
affiliation-edc82d3745eb,person-b3d44fb99031,2016-03-31,2016-05-12,PARTY,PCdoB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-548e8979a482,PERSON-CONTINUITY-REVIEW
affiliation-ef1c2f93359e,person-052252ad8b69,2015-10-05,2016-05-12,PARTY,PT,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-506,PERSON-CONTINUITY-REVIEW
affiliation-f0ad6d190b88,person-df16b033f6c7,2015-09-14,2015-10-05,UNAFFILIATED,,adjudicated_explicit_historical_compilation,adjudicated_continuity,,,[],C018;C024,C018;C024;PERSON-CONTINUITY-REVIEW
affiliation-f17728f50dd7,person-87ad75f8d2f9,2020-09-19,2022-03-28,UNAFFILIATED,,contemporary_positive_and_completed_departure_observations_with_narrowed_date_bounds,bounded_date_convention,2020-09-04,2020-09-19,"[""PP"", ""UNAFFILIATED""]",AFF-013;AFF-014;AFF-015;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E18;V5W6E03;V5W6E07;V5W6E09;V5W6E10,PERSON-CONTINUITY-REVIEW;R17;V5W6D02
affiliation-f3c1e451ad50,person-31126468e4b1,2016-10-05,2018-04-06,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-989e2fecd8ae,PERSON-CONTINUITY-REVIEW
affiliation-f443e02e8e29,person-c1f238f4da7e,2016-04-22,2016-05-12,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-549,PERSON-CONTINUITY-REVIEW
affiliation-f488c4e65995,person-30bed103385a,2016-06-02,2017-05-31,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-220a8c056a08,PERSON-CONTINUITY-REVIEW
affiliation-f502a06a7d7c,person-60f8b677bb39,2023-01-01,2023-09-13,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-6121a2ab7c3d,PERSON-CONTINUITY-REVIEW
affiliation-f5366afa80a8,person-e1c3de3fc615,2016-05-30,2016-06-02,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C033;LEG-10ae0d5a66c3,C033;PERSON-CONTINUITY-REVIEW
affiliation-f57de115606c,person-faaa3fbb69cb,2017-03-07,2017-05-31,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-e8ffefa1056b,PERSON-CONTINUITY-REVIEW
affiliation-f5cefac1ad86,person-d2dadf632731,2019-01-01,2020-05-07,PARTY,NOVO,dated assertion plus targeted-search continuity,adjudicated_formal_status,,,[],AFF-020;AFF-021;AFF-023;AFF-054;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E23,PERSON-CONTINUITY-REVIEW;R15
affiliation-f627ff531461,person-a8fa920e4c2c,2023-09-06,2026-03-20,UNAFFILIATED,,evidence_supported_continuity,supported_date,,,[],NEW-AMARO,PERSON-CONTINUITY-REVIEW;R29
affiliation-f6f095f8698d,person-df9f2930b81a,2015-01-01,2015-12-18,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-50db413117de,PERSON-CONTINUITY-REVIEW
affiliation-f89732289789,person-0b9c7bbdb3fe,2021-04-06,2022-04-01,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-623,PERSON-CONTINUITY-REVIEW
affiliation-f8a6b0559344,person-d4b727e131c9,2015-10-02,2015-10-05,PARTY,PDT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-86c922df0c71,PERSON-CONTINUITY-REVIEW
affiliation-f9b696359ce8,person-c5ac8c46fc68,2018-04-10,2019-01-01,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-567,PERSON-CONTINUITY-REVIEW
affiliation-fc3b7dc6d606,person-0b9c7bbdb3fe,2021-03-29,2021-04-06,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C049;LEG-dacd12d72fdc,C049;PERSON-CONTINUITY-REVIEW
affiliation-fc40400effd6,person-d63b83da527a,2016-04-22,2016-05-12,PARTY,PT,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-536,PERSON-CONTINUITY-REVIEW
affiliation-fc4ede1b1df9,person-d8e018a87929,2018-02-27,2018-03-21,PARTY,CIDADANIA,evidence_supported_continuity,supported_date,,,[],AFF-004,PERSON-CONTINUITY-REVIEW;R11
affiliation-fc4f41ad7a8c,person-8fe557c5943b,2023-01-01,2024-05-15,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-e020f6e27e56,PERSON-CONTINUITY-REVIEW
affiliation-fd306c6edc6b,person-701837a286fb,2019-01-01,2021-03-30,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C049;LEG-7cd94731dd90,C049;PERSON-CONTINUITY-REVIEW
affiliation-fea11883b765,person-47c2eec4ae3b,2015-01-01,2015-03-25,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-645dc7ca47f1,PERSON-CONTINUITY-REVIEW
affiliation-ff30b0174398,person-1c65a93af898,2016-03-17,2016-03-18,PARTY,PT,adjudicated_documentary_or_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],OFF-047,PERSON-CONTINUITY-REVIEW
