period,start_date,end_date,start_inclusive,end_exclusive,minister,office,person_id,canonical_party_at_date,affiliation_state,composition_status,service_id,affiliation_id,witness_id,evidence_ids,decision_ids,notes,data_version,release_metadata_sha256
lula_3-2024-12-06,2025-03-10,2025-04-08,2025-03-10,2025-04-09,Paulo Teixeira,Desenvolvimento Agrário e Agricultura Familiar,person-a7e366e12926,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-10,affiliation-cfaa63900d22,d5fce5c1e5f9618a7c5c,LEG-8c2a099615fd,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-03-10,2025-04-08,2025-03-10,2025-04-09,Macaé Evaristo,Direitos Humanos e Cidadania,person-b983e95c8716,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-15,affiliation-20acd3279ca7,e2aafc4dbec76c23f63e,LEG-aaebea0a8273;NEW-MACAE,OFF-042;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-03-10,2025-04-08,2025-03-10,2025-04-09,Marina Silva,Meio Ambiente e Mudança do Clima,person-95a7db1ddc55,REDE,PARTY,primary_adjudicated,service-lula_2023_presente-2-29,affiliation-09d1f6259269,70f508d99125cedeb985,LEG-1d889ee6861c,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-03-10,2025-04-08,2025-03-10,2025-04-09,Sílvio Costa Filho,Portos e Aeroportos,person-8ce936917da4,REPUBLICANOS,PARTY,primary_adjudicated,service-lula_2023_presente-2-36,affiliation-462c7a44cd52,bf0514391bf5aa142b4e,LEG-71a45c6619da,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-03-10,2025-04-08,2025-03-10,2025-04-09,Juscelino Filho,Comunicações,person-4a5b603c4e67,UNIAO,PARTY,primary_adjudicated,service-lula_2023_presente-2-5,affiliation-c7e9e8691f3f,4405e37144887e7cf0fa,LEG-b5c3c93f0a0d,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-03-10,2025-04-08,2025-03-10,2025-04-09,Celso Sabino,Turismo,person-96c220ae0629,UNIAO,PARTY,primary_adjudicated,service-C073-sabino-3,affiliation-caf93607eaeb,d39869e0b583bb443415,AFF-034;AFF-035;AFF-036;C073;LEG-68b75f23e045,C073;OFF-041;PERSON-CONTINUITY-REVIEW;R27,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Jader Barbalho Filho,Cidades,person-084754daf6e9,MDB,PARTY,primary_adjudicated,service-lula_2023_presente-2-3,affiliation-b0b11d18926e,01a0359d06b67ee2a4ae,LEG-eedd92e5054e,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Simone Tebet,Planejamento e Orçamento,person-2386b1d96cb0,MDB,PARTY,primary_adjudicated,service-lula_2023_presente-2-34,affiliation-cb4f91ba02c2,01cebc995522b83a535c,LEG-89a6204c7ce1,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Renan Filho,Transportes,person-e4833e3cf7cd,MDB,PARTY,primary_adjudicated,service-lula_2023_presente-2-44,affiliation-23117927af6d,9a5e33d3d13744adce0b,LEG-8ccea40b6f1d,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Luciana Santos,"Ciência, Tecnologia e Inovação",person-620c3584df9c,PCdoB,PARTY,primary_adjudicated,service-lula_2023_presente-2-4,affiliation-c9cbe3bd838f,4d21fad8b63c2950b47d,LEG-a79dfb4e75e8,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Carlos Lupi,Previdência Social,person-29d7f5939122,PDT,PARTY,primary_adjudicated,service-lula_2023_presente-2-38,affiliation-d6416c0874e3,a1c7714e669d77fdddfa,LEG-f9f4e4420917,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Waldez Góes,Integração e Desenvolvimento Regional,person-0dd4119dea52,PDT,PARTY,primary_adjudicated,service-lula_2023_presente-2-24,affiliation-c26dca6ad1e7,c8d9dafc613acd25b902,AFF-038;LEG-3d0e51476ed5,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,André Fufuca,Esporte,person-2471c2d4df75,PP,PARTY,primary_adjudicated,service-lula_2023_presente-2-19,affiliation-e8ad9dbd1791,8f75cc93cdf1030bf785,LEG-1c9c47573abc,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Geraldo Alckmin,"Desenvolvimento, Indústria, Comércio e Serviços",person-bb7b68961b8f,PSB,PARTY,primary_adjudicated,service-lula_2023_presente-2-11,affiliation-03c9fed66d5d,060430f46d026f7cc53c,LEG-de8718bf31f7,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Márcio França,"Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte",person-c505ea49abf6,PSB,PARTY,primary_adjudicated,service-lula_2023_presente-2-17,affiliation-8934ca8cc30e,bec42aaeb819456e6fb5,LEG-2c6bb68fa80b,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Alexandre Silveira,Minas e Energia,person-f54620dbe5c6,PSD,PARTY,primary_adjudicated,service-lula_2023_presente-2-30,affiliation-9e265f24c459,032dc252f026d8aece86,LEG-83c787ba4f24,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Carlos Fávaro,Agricultura e Pecuária,person-03674b52507a,PSD,PARTY,primary_adjudicated,service-lula_2023_presente-2-2,affiliation-d7b373e5a258,4f370938e0f016d7ec15,LEG-90750f1c9b17,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,André de Paula,Pesca e Aquicultura,person-5b1d1a1c9c4f,PSD,PARTY,primary_adjudicated,service-lula_2023_presente-2-33,affiliation-ea3c15cc1fb5,f3aae47cfedc51ac7a7a,LEG-edf408f36c08,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Sônia Guajajara,Povos Indígenas,person-0fde3aa24a12,PSOL,PARTY,primary_adjudicated,service-lula_2023_presente-2-37,affiliation-a198796370f1,c1da067341b54c0b2bd6,LEG-84371a57fbec,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Cida Gonçalves,Mulheres,person-679284c8b6a4,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-31,affiliation-df5b36b41551,0a2d156c707ac6e1a1f0,LEG-08b47ecd20aa,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Macaé Evaristo,Direitos Humanos e Cidadania,person-b983e95c8716,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-15,affiliation-20acd3279ca7,0ef5b42a9340d0bd142b,LEG-aaebea0a8273;NEW-MACAE,OFF-042;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Wellington Dias,"Desenvolvimento e Assistência Social, Família e Combate à Fome",person-c0ab45f1955b,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-12,affiliation-0e1f4321662d,564ba36d23cccccd72c5,LEG-880bd4a97d76,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Paulo Teixeira,Desenvolvimento Agrário e Agricultura Familiar,person-a7e366e12926,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-10,affiliation-cfaa63900d22,58b52b3aae484c70bb7e,LEG-8c2a099615fd,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Rui Costa,Casa Civil,person-840d333b3397,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-51,affiliation-61c96e16970e,5a98ec3a6516ad5c8c47,LEG-6a7f76111362,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Fernando Haddad,Fazenda,person-f0fb19bbf4c2,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-20,affiliation-25ce9907d287,6ae6cdb1e14863647673,C064;LEG-3b78d99c4156,C064;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Camilo Santana,Educação,person-bff2f0982308,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-16,affiliation-e59294a899c0,77ad6ebcdb693a07820c,LEG-0806dae15b5e,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Márcio Macêdo,Secretaria-Geral da Presidência da República,person-77a67c261215,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-56,affiliation-e4d954cf8b7a,7c0754520f0fc2b6ef9c,LEG-0a3ec5a276d9,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Alexandre Padilha,Saúde,person-6f9b22d26357,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-42,affiliation-0eb57fd96d71,bcce785cd2c217e5d734,LEG-ae881085444e,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Anielle Franco,Igualdade Racial,person-aea12d3cd8f6,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-23,affiliation-be8140a43093,c69300be4977609bbabc,AFF-033;LEG-78e62eb293bf,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Gleisi Hoffmann,Secretaria de Relações Institucionais,person-cdad5b4f84e4,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-63,affiliation-9042de254a48,e974d03825469720b13e,LEG-21b9236f7995,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Luiz Marinho,Trabalho e Emprego,person-d24bcf5e9d95,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-43,affiliation-b4a5bfd222ea,f26483115feb9ca1945a,LEG-6861963d73aa,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Marina Silva,Meio Ambiente e Mudança do Clima,person-95a7db1ddc55,REDE,PARTY,primary_adjudicated,service-lula_2023_presente-2-29,affiliation-09d1f6259269,2d79e19aa62c59b6775f,LEG-1d889ee6861c,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Sílvio Costa Filho,Portos e Aeroportos,person-8ce936917da4,REPUBLICANOS,PARTY,primary_adjudicated,service-lula_2023_presente-2-36,affiliation-462c7a44cd52,d5939f6ae02925f983ee,LEG-71a45c6619da,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-09,2025-04-23,2025-04-09,2025-04-24,Celso Sabino,Turismo,person-96c220ae0629,UNIAO,PARTY,primary_adjudicated,service-C073-sabino-3,affiliation-caf93607eaeb,55ed637bf87e309eebef,AFF-034;AFF-035;AFF-036;C073;LEG-68b75f23e045,C073;OFF-041;PERSON-CONTINUITY-REVIEW;R27,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Simone Tebet,Planejamento e Orçamento,person-2386b1d96cb0,MDB,PARTY,primary_adjudicated,service-lula_2023_presente-2-34,affiliation-cb4f91ba02c2,3839f4bf28af36410f05,LEG-89a6204c7ce1,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Renan Filho,Transportes,person-e4833e3cf7cd,MDB,PARTY,primary_adjudicated,service-lula_2023_presente-2-44,affiliation-23117927af6d,6def28dfd44084d8aeda,LEG-8ccea40b6f1d,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Jader Barbalho Filho,Cidades,person-084754daf6e9,MDB,PARTY,primary_adjudicated,service-lula_2023_presente-2-3,affiliation-b0b11d18926e,e21ecec59dbba9f3d7bb,LEG-eedd92e5054e,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Luciana Santos,"Ciência, Tecnologia e Inovação",person-620c3584df9c,PCdoB,PARTY,primary_adjudicated,service-lula_2023_presente-2-4,affiliation-c9cbe3bd838f,9ad2510664411006abb8,LEG-a79dfb4e75e8,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Carlos Lupi,Previdência Social,person-29d7f5939122,PDT,PARTY,primary_adjudicated,service-lula_2023_presente-2-38,affiliation-d6416c0874e3,b57baedf6853323eb47f,LEG-f9f4e4420917,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Waldez Góes,Integração e Desenvolvimento Regional,person-0dd4119dea52,PDT,PARTY,primary_adjudicated,service-lula_2023_presente-2-24,affiliation-c26dca6ad1e7,c7f6e9a777f92cd962f7,AFF-038;LEG-3d0e51476ed5,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,André Fufuca,Esporte,person-2471c2d4df75,PP,PARTY,primary_adjudicated,service-lula_2023_presente-2-19,affiliation-e8ad9dbd1791,18d6e7b54a796b3b920b,LEG-1c9c47573abc,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Geraldo Alckmin,"Desenvolvimento, Indústria, Comércio e Serviços",person-bb7b68961b8f,PSB,PARTY,primary_adjudicated,service-lula_2023_presente-2-11,affiliation-03c9fed66d5d,0b5c8f8723c96f5644bc,LEG-de8718bf31f7,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Márcio França,"Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte",person-c505ea49abf6,PSB,PARTY,primary_adjudicated,service-lula_2023_presente-2-17,affiliation-8934ca8cc30e,67d29e0675aeb7fda01d,LEG-2c6bb68fa80b,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Alexandre Silveira,Minas e Energia,person-f54620dbe5c6,PSD,PARTY,primary_adjudicated,service-lula_2023_presente-2-30,affiliation-9e265f24c459,33e0644e1ef16e57de30,LEG-83c787ba4f24,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Carlos Fávaro,Agricultura e Pecuária,person-03674b52507a,PSD,PARTY,primary_adjudicated,service-lula_2023_presente-2-2,affiliation-d7b373e5a258,9824314de3be60eb5c64,LEG-90750f1c9b17,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,André de Paula,Pesca e Aquicultura,person-5b1d1a1c9c4f,PSD,PARTY,primary_adjudicated,service-lula_2023_presente-2-33,affiliation-ea3c15cc1fb5,f255824baed05919f6fd,LEG-edf408f36c08,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Sônia Guajajara,Povos Indígenas,person-0fde3aa24a12,PSOL,PARTY,primary_adjudicated,service-lula_2023_presente-2-37,affiliation-a198796370f1,57c6e2709c1603d25c56,LEG-84371a57fbec,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Camilo Santana,Educação,person-bff2f0982308,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-16,affiliation-e59294a899c0,056d882934dba245a65e,LEG-0806dae15b5e,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
lula_3-2024-12-06,2025-04-24,2025-05-01,2025-04-24,2025-05-02,Rui Costa,Casa Civil,person-840d333b3397,PT,PARTY,primary_adjudicated,service-lula_2023_presente-2-51,affiliation-61c96e16970e,36097589cc293e885ee7,LEG-6a7f76111362,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
